1.00	760	40
0.99	355	222.222
0.98	174	205.569
0.97	96	172
0.96	60	144
0.95	32	123.619
0.94	27	106.791
0.93	25	93.9583
0.92	22	84
0.91	20	76
0.90	14	69.3737
0.89	11	63.7917
0.88	11	59.1868
0.87	8	55.0476
0.86	8	51.7333
0.85	6	48.625
0.84	5	46.0784
0.83	5	44.4444
0.82	4	43.7895
0.81	3	37.85
0.80	3	33.0476
