0.80	3	-2.84211
0.81	3	-1.33333
0.82	4	-1.09804
0.83	5	-0.9375
0.84	5	-0.666667
0.85	6	-0.571429
0.86	8	-0.527473
0.87	8	-0.333333
0.88	11	-0.222222
0.89	11	0
0.90	14	0.282828
0.91	20	0.833333
0.92	22	1.45055
0.93	25	2.38095
0.94	27	3.6
0.95	32	6
0.96	60	16.4706
0.97	96	42.6667
0.98	174	164.842
0.99	355	-17.75
1.00	760	-796.19
